user,tweet
Asad Ali,I Love #Delhi I Love @ArvindKejriwal #DelhiResults #DelhiElectionResults #ArvindKejriwal #मोदी_हारा_शाहीनबाग_जीता #AAPKiDelhi #AAPWinsDelhi
WORLD NEWS LAND,"Delhi Election Result AAP wins Kejriwal to be CM third time BJP Congress loses । दिल्ली में फिर ‘आप’ की सरकार, तीस… https://t.co/iCMtTcx2ZA"
AbdulWaheedPirzada,"Modi concedes defeat in key New Delhi election

 Read More at: https://t.co/ddzQ35fuTV"
J.D kori 🇮🇳💪💯%FB,"बीजेपी उम्मीदवार कपिल मिश्रा,
तेजेन्द्र सिंह बग्गा व मनोज तिवारी 
बहुत आगे चल रहे हैं......😂

पिछे पिछे अमित शाह लठ… https://t.co/Z3DOlHB8Us"
MD KABIRUDDIN AZMATI🇮🇳,"Delhi police SHAME, SHAME😥😓😰😢😭 https://t.co/tuAIpUeVTL"
RAMJI Lal Gupta,@Being__Kavita @TarekFatah @Rajput_Ramesh @Payal_Rohatgi @Sunariwal_MLA @abbas_nighat @shuklapinku @Real_Anuj… https://t.co/vE2Mafu8IS
Shaan Sarkar,@ArvindKejriwal @yadavakhilesh Development can keep people from discriminating in religion. Peace and prosperity ca… https://t.co/eGdAfurqhl
lovekol,"@MukulR_Official Sir learn from Delhi election, still have time, raise local issues which Bengal having plenty, con… https://t.co/dzOwOUHC56"
DK Jaiswal,"@ArvindKejriwal Congratulations to AAP and Sri Arvind Kejriwal ji for the WIN in Delhi election.
Wishing you all th… https://t.co/XujizHFn5s"
KONG POSH,#people of Kashmir are mostly against elections but today they spend whole day watching Delhi election results.
Sarah Jacob,Delhi assembly's opposition can fit into a Maruti Omni van 🚐 #saynotohate #AAPWins #DelhiResults #DelhiElection2020… https://t.co/jac6KnQf66
amin shekh,"@KapilMishra_IND sir ji 8 ko jo match hua tha delhi ki sadko pe vo to India jeet gya
#DelhiElectionResults #DelhiResults"
Nandini,@Nationalist_Dee Mainly no charismatic leader of Delhi BJP
Darshan Agaja,@SumitkadeI Give your political analysis on Delhi election results 😂😂😂
Quint Hindi,"#AmitShah ने दिल्ली विधानसभा चुनाव के लिए पूरा दमखम लगा दिया था और रैलियां भी काफी की थीं 

https://t.co/WHhtCW5rbC"
Kumar  Rohit,Delhi result🤐🤐🤐🤐 https://t.co/bpGRc4X5mq
Udit Pradeep,@SnehaSh53501943 @sashankvissa @narendramodi177 @narendramodi @ArvindKejriwal Didi... Aapke pass abb mauka hai... D… https://t.co/suGRwuvcv9
S.A,@KapilMishra_IND Keep going Sir. People make mistakes. People of Delhi will realize it and will fix it next time. Be proud of yourself.
Dinesh Kumar Sinha,"@prettypadmaja Disappointed because of Delhi results? I am too, but came out of depression now."
SAMARJEET NARAYAN,"With AAP's victory in Delhi, all focus on Prashant Kishor
https://t.co/aogC2stV36"
That ConTractor ‏‎‏‎ 📣,"Star campaigners for opposition ✌️
#Delhi
Hope he does more n more campaigns in other Non Bjp states 🤞 https://t.co/8nIjnIZXue"
RamRajya Prashasan,@AamAadmiParty @BJP4India @RSSorg @INCIndia @rss4ramrajya  #DelhiElectionresults2020 #Delhi #kejriwalphirse https://t.co/lYl4cvFUcS
Saif Ali,Bitter truth; The Delhi broomer has sweeped the Gujrati Coronavirus well: The viruses that were injected via paid h… https://t.co/IE4FJzX4qs
Manish Roshan,A newly born joker @KapilMishra_IND has asked the ppl of delhi to vote for a match between india and Pakistan. But… https://t.co/SYd6nPImU4
Ashok Tejwani Adv,@TimesNow Today’s result is utter failure of MCDs in Delhi and their apathy to concerns of citizens and MCDs being… https://t.co/ZAuHIhvcAq
Dharma,@i_amdinesh @Treasure1725 @vijayvaani @StayHumanIndia @_blunty @brahmavidvariya @Kuldeep_rawat47 @vishalnautamlal… https://t.co/6Lms7yKKgZ
Armaan Girdhar,"@Gupta_vijender @narendramodi @AmitShah @BJP4India @JPNadda Bhai shab khud bhi jmin par kam kro
Delhi ke bhism pitameh  ho"
Dipak singh #प्रशासक_समिति,"@GautamGambhir @ArvindKejriwal If all 7MP including you have been worked hard in last six months, BJP have won Delh… https://t.co/eZqJub8MiI"
keshav,@rohini_sgh @maryashakil @iamnarendranath Delhi elections result was no surprise ... I expected such clinical perfo… https://t.co/jenvhak9yI
SAMARJEET NARAYAN,"Muzaffarpur shelter home: Delhi court sentences Brajesh Thakur to life imprisonment
https://t.co/ULyP0q3x7R"
Ravi Kumar,@vivekagnihotri Muftkhor Delhi
ABP News,"Delhi Election Results: प्रचार के स्टाइल से मोदी, नाम है अरविंद केजरीवाल

#DelhiResults #DelhiPolls2020 

https://t.co/xd9i9EeoAz"
Rishi Mishra,"BJP is losing Delhi since 1998 after the defeat of Sushma ji in aftermath of sudden onion price rise

The core vote… https://t.co/WL1m6eQes8"
Hit,"Congress / Gandhi Bhakts celebrating BJP loss in Delhi as if they won !! It’s like 
Begani shadi main abdulha deewa… https://t.co/NBLuORNMt2"
errOrnab एररनब,@DeepImp47577796 @hum_dekhenge @MehekF @IndiaToday @PradeepGuptaAMI @sardesairajdeep Becoz that predictions was not… https://t.co/VXImUZneVy
Kiran Sabarish,"Good to see Delhi rejecting Dynasty Politics, religious polarization, castism, fake nationalism and opting for Educ… https://t.co/uvgsmj7u5I"
Krishna Prasad Yerramilli,"Congratulations @ArvindKejriwal .

Your version of Sabka Saath Sabka Vikas won Delhi.

#DelhiResults"
Rajveer singh rajaura,"Congratulations! @ArvindKejriwal, Delhi to win the heart of young India.  This is the victory of education, hospita… https://t.co/gLhPHuRpHR"
dhiraj,Congratulations Delhi government especially Shri @msisodia for Victory .It was not possible without  JEEVAN VIDYA .… https://t.co/BEe7aq5fCy
PARVESH Singhal,@TajinderBagga @MohanBubna Prdesh adhyksh ya to prvesh verma kapil mishra ya aapke jaisa young aur joshila chaiye t… https://t.co/X274DYqNjd
Arfa Khanum Sherwani,"Congratulations,people of Delhi for defeating one of the most communal and violent election campaigns of India’s el… https://t.co/gmtDjM0bUO"
Chowkidar_DP8888,"The reaction of @INCIndia after getting ZERO seats in Delhi elections "" I am sad my husband died but happy my boyfr… https://t.co/w3LzWaNSM8"
Anupam Saxena,@muglikar_ Bagga bhai will be 2025 Delhi BJP Deputy CM or CM candidate.
Abi,@TopGunIndia @AtishiAAP This is the no one shooting academy in Delhi producing National and Intl  champions consist… https://t.co/VEZypQOlwp
Sunil Desai,"As per calculations 
@ManojTiwariMP = 48
Result = 8

So now BJP will loose everywhere by factor of 8 
Is it true?… https://t.co/iFcizodFc6"
Dr. S P Singh🙏,@CMOfficeUP The Bharatiya Janata Party also fielded its home ministry in the Delhi elections but nothing was achieved.
Neelu,@tuvishtama @vivekagnihotri 100% congress votes + 100% muslim votes +100% left votes..50% hindu pseudo liberal's vo… https://t.co/XVL31QvtZ9
anjoo sharma,"Why @BJP4India was hopeful of a win in Delhi Assembly Elections -
Lost by less than 100 votes - 8 Seats
Lost by les… https://t.co/zjQgwAnAdm"
Liberal Huun Nadan Nahi,"@HMOIndia @narendramodi 
  From the recent elections in states including Delhi it's clear that despite people give… https://t.co/O1rX4NotRM"
Privileged Bombay Duck,"A year back people of #Delhi helped #BJP win all 7 Lok Sabha seats but now made #AAP win local elections 

Chahte k… https://t.co/2YivpQCkg4"
Ali Raza,"Delhi Election Complete Result

AAP- 62
BJP- 8"
Rahul Pathuri,"200 MP’s , nearly 10 CMs , all Central Ministers including Sha, 1 Prime Minister and other trouble shooters are rou… https://t.co/5VS01jTTJ4"
Yogendra kumar,Delhi mai BJP ka fail ho jana Kejariwal ka jhut pass ho jana hai.
Press Trust of India,"Elated over party's massive victory in Delhi polls, senior AAP leader Preeti Sharma Menon says it will contest all… https://t.co/WuJZfjJjHS"
🚩🚩 DIPTANGSHU 🚩🚩,"Congrats 💐 Delhiites ..
For Turning Delhi into Islamabad .. 
For The fellow countrymen .. our National Capital has… https://t.co/z9OgIwxzS5"
Kartik,@fayedsouza @UmarKhalidJNU @DelhiPolice Shame that delhi police follows orders of central government which comes under #BJP 🙂
Anil Parmar,@Kamal1357Kamal @RubikaLiyaquat @TajinderBagga Delhi election se koi vasta hi nhi hai kyu ki kejriwal ji ne to shah… https://t.co/jnMIkaI4FC
Ritika Dhaloria,"@maheshchandme15 U don't need to thank me becoz delhi mei to sirf #Kejriwal Ji..
#kejriwalphirse #KejriwalWonDelhi"
Mukesh Dewanda,Congress ki is halat ( delhi chunav) ko dekh kar maja aata hai or sochte ki kash congress rajasthan mein us wakt st… https://t.co/34u2icAXGx
hotvax,@AsYouNotWish These so called Hindu leaders not only fail to stand with their supporters but miserably fail to reco… https://t.co/BP1WXNLvuz
Mehfil Mudda Aur Mai,"AAP का कमाल तो जानो
मोटा भाई का हाल तो जानो ।
@ArvindKejriwal
@msisodia @dilipkpandey @Saurabh_MLAgk @raghav_chadha… https://t.co/fHaZL0Uqsj"
Sreejit Vasundharan,"@moronhumor Delhi, cheated us twice..."
Yeshwanth,@ArvindKejriwal  congratulations on the grand win and move on the name delhi like people did
Sharad Shetty,"@ArvindKejriwal Sir the people of Delhi has given u another chance, please dont disappoint them. Only reason u won… https://t.co/EGq7wMXC46"
Parveen rao sultaniya(sid fan),"@ZAFARSHEKHANI2 @MubashirHifza @RiaRevealed Bol suwar sharjeel aantankwadi h
Aur delhi me gaandu
Tumahri congress n… https://t.co/lJCxtzZxiw"
shyam kumar RAY,"@Nehr_who @sudhirchaudhary Dekho dalal kahnewale kisan delhi ki janta ke liye dal, sabji, gehu, dhan, milk, sab o c… https://t.co/wIrFsx4JBK"
Pardeep Singh,"Ajj jitti aa v Delhi 
Kal jittange Punjab
2022 ch auni dekhi AAP
@BhagwantMann @SanjayAzadSln @ArvindKejriwal @raghav_chadha @kapsology"
Yuv News,"Big changes expected in Delhi BJP, Manoj Tiwari may quit - https://t.co/LYw1iGeFim https://t.co/V8ZyM3RZHl"
Danish Mallick,@sakshijoshii Jeet hui hai aap ka delhi me Or khushi pura desh banarha h.......... ❤❤
Tv9 Gujarati,"#Delhi : @ArvindKejriwal - Aam Aadmi Party (AAP) chief and winning candidate from New Delhi assembly constituency,… https://t.co/BD4i28UKzE"
Shiva Virapannavar,@astitvam Well said.. must follow all BJP leaders other'wise Delhi results may happen in Karnataka
Nizam Tanwar,"#ManojTiwari
Meanwhile Delhi to #BJP
#AamAadmiParty
#ResultsOnDelhi
#ManojTiwari Bagga
#DelhiElection2020… https://t.co/7BZjb3ka9c"
Charmy Harikrishnan ചാമി ഹരികൃഷ്ണൻ,Delhi polls were a two-party fight. Anti-BJP vote didn't get split &amp; AAP won. An incumbent govt got over half the v… https://t.co/KbfE1uCu2a
C A C Murugappan,Aam Aadmi Party Sets A New Example By Saying No To Crackers To Celebrate Delhi Assembly Election Victory… https://t.co/blOttzx977
Zaved Ansari,"Right now @DCP_CCC_Delhi

#Arrest_Anuj
#Arrest_Anuj
#Arrest_Anuj"
ரோஹித் Rohiet রোহিত,@BDUTT Why u people think that Only Delhi means India? There are other areas in India too. Because of failure in De… https://t.co/BkdEqvQOks
👮🏻‍♂️SendhilNath Pramidula,Congrats AAP for Delhi Elections win!!! Yaar but people associated to you and liberals celebrate same like Banglade… https://t.co/khMS0UlgCi
Captain Singh 🇮🇳,@JhaSanjay Has congress won Delhi..?
Advocate Sunil Kumar Manchanda,@realDonaldTrump hi sir as u r coming to Delhi on 24 &amp; 25 .I want to meet u and want to give u advance congratulati… https://t.co/mJY5UmRFmM
UTTRASHADA 🚩,(3) It is the outsiders who voted for him more not the original natives of Delhi (4) Demography has changed rapidly… https://t.co/UM1dqrrte9
Raushan Bhardwaj,"It's really frustrating and make me disappointed after seeing the Delhi vidhansabha result.

#delhiresult #DelhiElection2020 #DelhiResults"
Mohd Arif,Bharatiya Janata Party's politics of hate heavy in Delhi.
Shreyansh Jain,"Delhi AAP ki thi🔥
AAP ki hai🥳
AAP ki rhegi🙏🇮🇳
#DelhiElectionsResults 
#Delhi 
@ArvindKejriwal 
@AamAadmiParty 
@msisodia"
Neeraj Khanna,@AmitShah @JPNadda Bring in new young Delhi state leadership like student leader Nupur Sharma give her full time jo… https://t.co/B8dLHmDMsF
Banvarilal Agrawal,@iArmySupporter Delhi
Sithedi,"Congratulations @ArvindKejriwal. While I have never voted for you, you are the choice of my state and you are my Ch… https://t.co/mX9972QaDw"
Rahul,"Chunaw jeeta Delhi me, Jasn mana raha hai pura Bharat. BJP se itni nafrat kyo? 
#BJP_Mukt_Bharat"
Madhu pandey,@INCIndia kaa zero pe simatna yee dikhata hai ki musalamaano ne ektarfa vote ki hai..aaj karnataka me baitha hua ek… https://t.co/ehJVuVT7tp
chandra prakash bhati,"#modi से प्यार हमेशा करते रहेंगे,, कई बार टीम india 300 से अधिक रन बनाने के बावजूद हार जाती है। वैसे ही delhi मे हु… https://t.co/uCdx3wg0Gx"
hhs,Delhi results summery in pictures  #DelhiResults #DelhiElectionResults #DelhiPolls2020 #BJP_Mukt_Bharat https://t.co/JMZDmhWhlX
Harsh panchal,@ZaroonPrince3 @narendramodi177 @narendramodi @ArvindKejriwal Ye to Delhi ka chunav tha prime most Minister ka nahi… https://t.co/YegvDt4cgS
Md Mostahid Haque,"Pakistan lost Delhi Election #ResultToday😁
#Pakistan_Muradabad
@nageenshekhawat 
@ArvindKejriwal @BJP4India… https://t.co/7Iy91iwQDy"
Shiba,@MildlyClassic @ikpsgill1 And Qkuranvirus will get you majority in Delhi elections
Puspanjali,"Congrats #Delhi 4 defeating all d disintegrating forces, were in active operation. India Let's talk of d basic need… https://t.co/KabfCZV7dS"
ek hindustani🇮🇳,Dekhlo hinduo tm secular bne rh gye or Delhi k sare Muslim ne anti secular ho kr mullo ko jitaya h thu h tm pe😠😠
ANI,"Subhash Chopra, Congress: I take the responsibility for the debacle of the party in #DelhiAssemblyPolls. I had less… https://t.co/2jB5Ow8eYf"
Sᴜʜᴇᴇʟ Aʜᴀɴɢᴇʀ,@ManojTiwariMP Call After Delhi Election Result @nayeema1 @fayedsouza @BDUTT @SagrikaKissu @Nidhi @AliyaNazki… https://t.co/wXiex1dC3R
Annu Philip,"Please continue with the pledge

I Annu Philip, though I am disappointed by Delhi election results, but these resul… https://t.co/Cb3vivOnVp"
ASHUTOSH KUMAR,"@Republic_Bharat @RahulGandhi @priyankagandhi 
UP chhod delhi m jamaanat jabt ho gyi...... Congress to gyi.... Italy"
sam07,@heartwon @ArvindKejriwal What shaped up in delhi in last 5 yrs i very well know.i m living in this city for long
Chowkidar deepaks4u,na na na ye sapna bilkul na dekhna man me ye bhram na palna bilkul ..2014 yad he na jamant jabt hui thi..… https://t.co/wtWDqP26gL
Uzma Salmani عظما سلمانى,@jadonwithaJ @0801Himani Hahahhha. Jo apne paiso se ek toothbrush na khreed ske wo dusro ko freebie bolre h. N by t… https://t.co/8KkLxfWmG4
Narendra Kumar,Voters have spoken! And have spoken well! Congrats to AAP !This is their moment of glory. This is Delhi’s verdict.… https://t.co/P1HudOG2Vn
Niraj Kumar,@HemantSorenJMM @ArvindKejriwal Per oha too Congress bhi too opponent m tha sak mil kr @ArvindKejriwal   ji ko targ… https://t.co/toFTUYDE19
MG 🇮🇳,@staunchtweep @girishalva @AmitShah Namo/ Shah knows everything but the problem is Ego &amp; Arrogance of Delhi leaders
Praful Kumar Patra,"@narendramodi @ArvindKejriwal Dear Modi Ji, Kindly release ACB,Delhi for reduce Corruption in Govt Office."
Deepak Babbar,@narendramodi @ArvindKejriwal Modi hai toh barbadi hai modi ka 2naam barbadi hai nafrat ki rajneeti karti hai bjp d… https://t.co/2YEFc0JNbw
Shadab Siddiqui,#DELHI: दिल्ली में बीजेपी की जबरदस्त हार...3 से बढ़कर सिर्फ़ 8 हुई सीटें...कांग्रेस की भारी दुर्गति....स्कोर ज़ीरो… https://t.co/btz4woAXl4
Senior Investigative Journalist,"This tweet is for Delhi voters only 

*GROUP HUG*"
Riteish jain,@AmitShah @narendramodi @GautamGambhir @ManojTiwariMP @myogiadityanath @Dev_Fadnavis @ChouhanShivraj @rajnathsingh… https://t.co/l10jjy5BY7
Jitendra Mishra,"@AamAadmiParty @BJP4India @INCIndia ye Shi main aam aadmi ki jeet hi ,,jisko keval light,Pani,ghr, education, healt… https://t.co/ZYZoBGELiF"
NBT Hindi News,मुफ्त की घोषणाओं को भूली BJP? दिल्ली चुनाव को अनिल विज ने 'मुफ्तखोरी की जीत' बताया #DelhiResults  https://t.co/GLeYgZRLRq
Asifansari,@PrashantKishor Thanks sir. Delhi  ke liye
suman kumar jha,@timesofindia Be careful  you  and your government are at verge of collapse. Don't see others look inward where con… https://t.co/cqeEmBPuvB
Puneet A,"@BholaNath_BSF @vivekagnihotri Very rightly said 
Educated youth of delhi doesn't relate at all with Manoj Tiwari
T… https://t.co/Zulc0cV2ib"
𝕁𝕚𝕘𝕒𝕣 ℝ𝕒𝕧𝕒𝕝,"@ArvindKejriwal बधाई हो, #AAP की हुई दिल्ली, लोगों के विश्वास ओर कुशल नेतृत्व की जीत है, 

"" हम तो अपने दुश्मनों को… https://t.co/SpYE32G85E"
Md Sadique Hussain,Delhi wale mardeli khich k tamacha hey hey hansdeli rinkiya Ke papa
tomofuka,"Delhi 
デリーの日常。

#delhi #India #デリー #インド https://t.co/KmBLf25uS1"
Pran Indian,@ArvindKejriwal @msisodia many congratulations for the third consecutive win in Delhi.... I would request you to st… https://t.co/7DFM75Kdzp
Shyamalganguly15,"@I_am_Anil_Tyagi Swachchha Bharat avijan Aap chalaya , BJP saf hua Delhi vi saf ho gaya .
JAY BAJRANGBALI !"
Manish Kumar,"It's the beginning of new kind of politics: Kejriwal on AAP victory
 https://t.co/iuFFkO269h
Download the TOI app n… https://t.co/7Kk14hpQiC"
Arun Das,"@GautamGambhir Gautam sir aap East Delhi se MP ho aapne east Delhi waalo k liye abhi tk kuch Kiya !!
Tum par sharm aati h"
Manorama News,കോൺഗ്രസിന്റെ കൂട്ടത്തോൽവി; പിസിസി അധ്യക്ഷൻ രാജിവച്ചു https://t.co/4vCqQvRHyi
SAM gab.ai/Manuputra,Why concept of freebies will  work in economic hubs like Delhi than sane economics? Since these cities have huge im… https://t.co/s3nP9rWMnM
Harnam,"@RahulGandhi Delhi has gone to gutters, thanks to congress."
HeartOf India,@narendramodi @ArvindKejriwal Jo Hawa kuch hafto s chal rha tha.. uske bad Delhi ka aisa result..!! it seems jaise… https://t.co/g38pE1hSW5
BloombergQuint,"Here's a snapshot at how the big guns fared in #DelhiElectionResults.

Read more: https://t.co/W7O2ojndIW https://t.co/Y0p3HvjuD0"
Dr. Loneranger INC 🌐 #WithRG,"@BentinZtweetZ @Dilsedesh @RahulGandhi @INCIndia That was the understanding, a super strategy that brought out good… https://t.co/xtp2PGRnLT"
RocknRolla,"@twitlucknow @pawanbaisla69 @ArvindKejriwal @drx_hamid_malik Look, this is called hypocrisy

Bharat tere tukde hong… https://t.co/0LA9UuBZhL"
Preetam Singh,"@ArvindKejriwal @yogrishiramdev Lotus doesn't always Bloom in Mud, Sometimes Pigs come in and make their Home.. 
#Delhi"
Sambit Mishra,"Biju-Paani-Model Schools-Mohalla Clinic beats NRC-CAA-Demotization..

A clear mandate by people of Delhi...

AAP cl… https://t.co/mNYhbWX7qY"
Mr. K. SaiNischal Reddy 🇮🇳 🖊️📒,"Respect to Honorable #ChiefMinister Sri @ArvindKejriwal is missing @GautamGambhir Ji.. 1st thing in politics is ""gi… https://t.co/7bu9sZ2Au5"
Abhijit,"Those who still think tht BJP 🦁 has lost the Delhi election, they r wrong. It is actually the united opposition 🐺🐺🐺… https://t.co/Vh3d0vmbsI"
ManiMaran,"@Arunan22 CPI and CPM are getting a vote share of 0.03 per cent in Delhi elections.

நோட்டா - 0.046%

ஏதாவது ஒரு த… https://t.co/vhq2eRMSD2"
Dr Mohd Qamar,"@LambaAlka Yes, Alka Ji.
You are an inspiration for other, no matter you go to Delhi Vidhan Sabha or not. But I'm s… https://t.co/Psfpb3PWwO"
Dainik jagran,"#DelhiElectionResults2020: दिल्ली फिर हुई आप की, 62 सीटें जीत दोहराया इतिहास
#DelhiResults #ArvindKejriwal… https://t.co/SE7kjEcoHL"
Dr Bhaskar A S.,"@vinayak_jain 10 seats added,
Fake seculars exposed,
Delhi showed real dirt to whole nation,
What more to expect...???"
Dr.sharma,How is 51% population of delhi  gonna live as this madam hate them.🤣🤣🤣🤣 https://t.co/pbrMMoy2QQ
हम हैं हिन्दुस्तानी (जन जागरूकता ),@cute_thakurain Delhi main
Roger That!,@raina_deepu @MeetUunngLee Oh really? Tell me who was better suited to face Kejriwal in the entire BJP Delhi cadre?
SOLLU. RANJITH,@ArvindKejriwal CONGRATULATED HITRICE DINAMIKE CM OF DELHI
Sadistically.,"After seeing the excellent performance by @ManojTiwariMP in #DelhiElectionresults2020 , @BJP4India has found an ide… https://t.co/4Bwgo1saS6"
Sarvesh Katiyar,Looking same as in Heavy rain fall in Delhi. https://t.co/PMdpanf9j6
Republic,#VadrasFinishCongress | The Delhi Election was between AAP and BJP. Losing and winning is all a part: Danish Quresh… https://t.co/OzUtDQqINW
Savan Sobhanadevan,Well Played Delhi 👏👏👏 🚩🚩🚩@BJP4Delhi @ManojTiwariMP @JPNadda @AmitShah @narendramodi Best Wishes 🇮🇳🇮🇳… https://t.co/984oAHxjBV
Ashish Sahi nhi,"@i_theindian Sudhir: 
1. Delhi ki janta bjp ko vote kyu nhi de rhi hai?
2. Kya national mudde unke liye important n… https://t.co/p6qFvJZ6Rj"
अभिनन्दन 🇮🇳,"@mvmeet BJP ,doesn't shows better vision for development in DELHI ,
All campaign was around Shahin bag ,.
Peoples w… https://t.co/J2KT3RBdD6"
Manoj kumar,@sudhirchaudhary Sale suicide kar le....Itni galiya padi hai tujhe delhi wale ki..Tihari
Maynk TheIndian.,Today officially a birth of new politics in Indian politics witnessed when AAP won Delhi election with this new pol… https://t.co/r2AbmrlXLN
Jishad,.@TajinderBagga congratulations buddy on losing your maiden election and many more to come if you get any chances i… https://t.co/FZ675HpirM
VinayshivN LN,Congratulations to @ArvindKejriwal and @AamAadmiParty on a resounding victory in Delhi elections.
Arudra Gupta,Congratulations to Shri @ArvindKejriwal Ji  and @AamAadmiParty on winning the Delhi Vidhan Sabha elections. Wish hi… https://t.co/OEa2Uunw6j
M Shashidhar Reddy,"Forecast:
#DelhiResults results will be shocker to everyone: @AmitShah

Basis:
Q. Shah: ""Kisko vote dengey?""
A. Peo… https://t.co/w3srrkcQVm"
J.P.,@ppbajpai Abe Delhi is just a city .it's not India..
Arminius 🔱,@nanisavage17 Delhi MCD also we will win :)
S G Bhartiya 🇮🇳🔝,@republic @RahulGandhi is happy because #BJP doesn't win in Delhi
Mukesh Chauhan🇮🇳,"@ssingapuri Well -Delhiites have opted a 2 way system of voting. Modi at the centre and Kejriwal in Delhi! 
अगर सभी… https://t.co/nOuHpmZmvr"
🇮🇳 Nitish Dogra 2.0 🇮🇳,@Hamainsanghihu That's why I said I'll be leaving Delhi 🤗🤗
Ashok,Dear నిశానీ బ్యాచ్. 7 MP seats from delhi are BJPs. From 3 to 8 Mla now. 46%vote share. ఇప్పుడు మన పెర్ఫార్మన్స్ గు… https://t.co/qehjJt1a7O
Yuv News,Delhi Congress chief resigns over party's poll drubbing - https://t.co/cdyLYJ2vdF https://t.co/k7wbTqvlnG
desidude2019,"#RahulGandhi is responsible for Congress Party’s poor performance in Delhi. But, Narendra Modi and Amit Shah are no… https://t.co/G5wg1kRXuC"
India Today,#AAPKiDilli | @ArvindKejriwal is Delhi's Shahenshah. Get all the LIVE updates here. #ITLivestream https://t.co/ZDBYDnrSMb
Ahamad Jamaludeen,@niranjan2428 Evanungha paruppu ullurlaiyeh vehala... Apporom eappadi delhi la vehum..
SH Kalawat,"Now that Delhi election results have been analyzed and lesson learned.
@INCIndia can concentrate on the good Govern… https://t.co/91CWLEHwfR"
Pradeep Kumar Sabat,"@SanjayAzadSln 
Congratulations Sir
For your huge victory in Delhi ✌️✌️🙏"
TOI India,People rejected politics of 'hate': J&amp;K Cong on Delhi poll results https://t.co/ZIwdNrHwOM
Koimoi.com,Delhi Election Results 2020: Memers Are Back With Bollywood Style Jokes &amp; They Will Make Your Belly Ache Of Laughte… https://t.co/PQE8aexIrY
Thakur Raj Kumar Singh जिसकी लाठी उसकी भैंस,@TheDeshBhakt @Sharmistha_GK @INCIndia Dear real not parody bhakt Banerjee AAP won because Cong voters strategicall… https://t.co/ycALtFX8Yk
Balaji Bhardwaj,@scribe_prashant Indians are free in Delhi
moneycontrol,"#MCPodcast | In today's episode of In The News podcast, host Anvita Bansal talks to Moneycontrol’s@PartTimeBowler,… https://t.co/hQMcrLTNLV"
मनोज राजपूत,"@SimangBoro7 @ben_ki_lorry Are nahi bhai , , i support BJP n live to n Delhi 🤦"
tHe_LoSt_ENgineeR,"Delhi's Poll had shown that what new India wants.

#DelhiResults 
#DelhiPolls2020 
#IndiaAgainstCAA_NPR_NRC"
MPandey,@narendramodi @ArvindKejriwal Next target is UP and BIHAR .these also could be same just like Delhi result for BJP… https://t.co/fgV1NZBB9D
Manoj K Sharma,"@RoflMarathi_ Apne kejriwal ke Delhi ka GdP dekhlo RoFL RoFL 😂😂😂

https://t.co/Gn6fRXjwRX"
હર હર મહાદેવ,@realsara91 Delhi
𝓤𝓭𝓪𝔂 𝓘𝓷𝓪𝓶𝓭𝓪𝓻,"@PrakashJavdekar @ArvindKejriwal @BJP4India aatankwadi o ko delhi ki janataa ne nakaaraa hai jawadekar .

aage bolne se pehelw soch ke bolnA"
The New Indian Express,"As per the EC, out of the 10 regional parties which contested in #DelhiElections2020, including LJP, BSP, NCP, JDU… https://t.co/INCl7mETQa"
Vineet pandit,"#shame_u_delhi
Free lo sab kuch modi modi kehna par vote mat dena,,bill pass karwaoge rajaya sabha se tab mat kehna… https://t.co/LeGhVTnJGs"
Sapna hariharan,@rupagulab @INCIndia Then you need to check in again there were AAP volunteers too &amp; ambulance services also Delhi… https://t.co/hXJG5Dw7r5
🦄 Kunal Rajchitte,"Congress hasn't just scored Zero 0⃣ 0⃣

, but lost its deposit in SIXTY Seven 6⃣ 7⃣ seats in Delhi.

This was a par… https://t.co/oYbkbm9eAC"
Thakur Raj Kumar Singh जिसकी लाठी उसकी भैंस,"Dear real not parody bhakt Banerjee AAP won because Cong voters strategically voted AAP enmasse

AAP has no presenc… https://t.co/pMritumEa3"
"SO, I support CAA",@driveelectric7 @NishaTweets18 Would you deny the schemes declared by central govt please do because Delhi needs it… https://t.co/FNZaGBv8ey
𝔹𝕒𝕣𝕦𝕟 𝔾𝕙𝕠𝕤𝕙 বরুণ ঘোষ,"@RanajitSpeaks @SChopraINC On behalf of @INCDelhi Councillor &amp; @DelhiPMC office bearer @SangwanAmarlata, I thank… https://t.co/n3XMw0L3Dv"
Indian,@ArvindKejriwal @AamAadmiParty @msisodia Many congratulations for the overwhelming victory in Delhi Election. #DelhiPolls2020
Elvish Yadav,"Ab khud hi dekhlo. Aur kitna secular bane, Delhi elections me karachi walo ne b vote dia hai pr pyaar se use shahee… https://t.co/Gg7RLoOIf5"
APAAR KAUSHIK,"@KapilMishra_IND Saare states m hara do inhe.
Shayad tab badlenge.

Delhi badli abb desh badlo"
Anoop musmariya,@PrinceS35223657 @RajatSethi86 सर लेकिन सुधीर चौधरी जी तो मुफ्तखोर कह कर delhi की जनता का अपमान कर रहे है।।वो z news पर headlins बनाकर
Adv Vaibhav Gupta,"A Small step towards a gaint leap for human rights. 
https://t.co/73B6gY0Wqr

https://t.co/N0G8FRsYL1… https://t.co/p2ELiKj5i2"
Manish Kumar,"7 reasons why Arvind Kejriwal-led AAP won
 https://t.co/eQ9BSt1Cg9
Download the TOI app now:
https://t.co/XZqSvt9R2X"
