user,tweet,sentiment
The Telegraph,hate speeches bjp candidates backfired kapil mishra tajinder baga lost respective constituencies,Negative
ThePrintHindi,theprintopinion,Netural
My Report,myreport nlu delhi students workers alike protesting wrongful termination nlu,Netural
So Delhi,portals thatl plan perfect valentines day surprise bae,Positive
ThePrint,arvind kejriwals win delhi change nitish kumars election preparation biharprofdilipmandal writes,Positive
#Jayanta Bhattacharya,congi accepted leader delhi shielaji campaigned transfer,Netural
Ashutosh,acountantvarun time businesses move business parts ncrbye bye delhi muftkhoron free mal,Positive
ji maharaj,moronhumor maharashtra mistake loss momentum jharkhand delhi tough jharkhan,Negative
WamiQ Mujtaba,shreyadhoundial gowhargelani baga baga delhi,Netural
Aparna sinhað®ð³,deleting twitter account bjp loses delhibjp lost hourspeople deleted back love,Positive
Sagar Girme,girishkuber,Netural
Mamtha Bunga,arvindkejriwal glad sir election againits election againand gla againand gla,Positive
praveenraibhu,shifting delhi worthlessness live india free electricity free water free transp recorded india free electricity free water free transp india electricity free water free transp confine free water free transp electricity water free transp confine free transp water transp confine transp,Positive
Aditya Satyam Pandey,delhi free lena scoty usko laptop tereh bech daru b pi,Positive
OUTSIDER: à¤°à¤¾à¤ à¤°à¤µà¤¿à¤¨à¥à¤¦à¥à¤° ð®ð³,delhi voted development amp experts polarisation happened,Netural
Sameer Khan,monk shoot delhi,Netural
Bhupi says,tdhnair squaregas kapilmishraind yar goli maar saro samjhey ge delhi jan,Netural
"DMS, IIT Delhi",stage annual management cultural amp sports fest dms delhi parivartan set,Positive
Neha RBLð®ð³ #SupportCAA,arvindkejariwal delhi hindu,Netural
S K Modi,noticed votes evenly distributed delhi,Netural
awake,delhi results silent protest shahen bagh amid counting votes expect resp cit,Netural
Ashfaque Alam,delhi results bjp amitshah modi rajniti kejriwal sekhna,Netural
Tolivelugu Official,kejriwal aravindkejriwal amadmiparty congress delhi,Netural
cornFlake,tajinderbaga bach ladkiyan bjp lost selfdefence classes delhi,Netural
Punita Toraskar ð®ð³â³ï¸,singhshweta folowanchal guys assuming tiwari cm delhi caused,Netural
Zaeem khan,desaikamakshi delhi khushi nafraton khushi khushi khushi khushi,Netural
Rajesh Singh,amritapandey delhi desh rastyabad mayne rakhte inko sirf muft jaye,Netural
Doorknob Goswami,lthe widely read author delhi homeric bard jonty inscribed masterpiece,Negative
Himalay,interest muslims voted gona dothis line delhi police aft,Netural
Bharat Kumar,hanuman bhakt chief minister delhi amp proud moments,Positive
Shirish G.Sathe,amitshah introspect delhi failure,Negative
Vishruth An,astitvam polarised made muslims vote bjp definitely knew hindus conso,Netural
Memes Ki Duniya,ravish kumar delhi election resultsdelhielectionresult,Netural
OneIndia,nationalfilmawards amp indian panorama film festival inaugurated siri fort auditorium delhi,Netural
keshav patidar,jitupatwari manish sisodia marginamantulah khan marginow convinced delhi voted fo,Netural
Curious Mind,nakulmehta genuine work love u talking freebies delhi amadmiparty,Positive
Sunil Kothiyal,started doubting evms counting votes began delhi reflect guiltriden conscience,Netural
Rishabh Chauhan Â®,common supporter blamed evm delhi election losses difference bjp blamed evm delhi election losses difference supporter evm delhi election losses difference absolve delhi election losses difference evm delhi election losses difference delhi losses difference election difference sameness,Negative
Himanshu Kaushik,rohinisgh congress supporters celebrating victory delhi celebrating wifes pregnancy spite,Netural
Akram Khatana,congregation arvind kajriwal voter delhi,Netural
#Aryavart,thoughts bjps rout delhi wordpresdotcom,Netural
Subramanian,kejriwal jeves delhi elections bribing poorer sections freebies water power fr,Netural
Democracy Times Network,dt poll delhis massive mandate favour indicate retwet poll reach maximum voters,Netural
Agni,incindia zero delhi,Netural
Ten News,delhicm,Netural
Venkat Ananth,modikejriwal voter interesting phenomenon defined vote modi general elections,Positive
Raja Smart,arvindkejriwal delhi janta bahot smjhdar delhi wasiyo bahot bahot dhanywad krta padhe likhe,Netural
sazid khan,drkumarvishwas maliniawasthi viswas apko vishwas seat delhi,Netural
pratap,congratulation supremo mr arvind kejriwal victory delhi assembly election,Netural
Mukesh,chowhanpriyanka arvindkejriwal msisodia congratulations arvindkejriwal msisodia g faith delhi lets proof,Netural
Sandip Roy,revenge dish served cold biryani hot shahen bagh distributed biryani delhi election,Negative
geo k v,believe lies ploy evm bjp feel,Netural
Dr.Santosh vyas,aw becharamodi,Netural
Ø²ÙØ§Úº,theotheredone communal delhi kejriwal harana modi,Netural
Dikshit,delhielectionresult democracy overrated declare modi pm kejri cm delhi,Netural
Keerthi Rathore,digital signage world tourismpowerpointpresentationdesigners ensure digital signage visual,Netural
zadran99,delhi negadaron supra saf ker dalageo desh bhakt,Netural
Mohd Javed,amitshah falls stage delhi election result,Netural
Rajendra Kumbhat,somnath suspect modi follower correct modi followers badmouth opposition cover modi,Netural
Reticent,oneaboval helonewman besuratansane impeachment things headon delhi media,Netural
ROHIT AGARWAL,arvindkejriwal guptavijender delhi legislative assembly electionap seats delhi,Netural
Archana Chandra,rituvictoria delhi kchra fekne diba h,Netural
Manish Singh,shilpisinghinc raga delhi counting,Netural
BCCI Domestic,lunch break delhi overs hiten dal nitish rana delvraj paytm ranjitrophy,Netural
ð®ð³ Kidambi GPð®ð³,imho delhi narrow margin losses avoided face amp rival incumbent,Negative
secular earth,amitmalviya guptavijender delhi election khatam bjp wapas loti muhn kala bjp sare neta mill,Netural
Sonali Singhal,sonamakapor chetanbhagat,Netural
Journalist Cafe,amadmiparty arvindkejriwal amadmiparty,Netural
NB,measures implemented enhance education system delhi commendable miss,Netural
Naveen Kumar,narendramodi arvindkejriwal priya pmnarendra modi jidelhi election harane pleasedelhi jhugiyo,Netural
Rohit Joshi,sushantsaren uncertain delhi voted foreven noida roads delhiwe live delhi voted foreven noida roads delhiwe live lack foreven noida roads delhiwe live voted noida roads delhiwe live worsen delhiwe live delhiwe recorded,Positive
The Pioneer TS AP,magnitude defeat hands amadmiparty delhi put brakes speed,Netural
Paddy,murkyshadow abhishbanerj tribals monolith santhal tolerate munda marandi santhalwil santhal tolerate munda marandi santhalwil munda marandi santhalwil tolerate munda marandi santhalwil munda santhalwil marandi santhalwil differ,Netural
Naresh Minocha-Treads feared path in #journalism,congress save gst outsourcing vital function defeating bjp merging,Positive
Avinash Yadav,read tweet comprehend answer congress voters delhi critically engende,Netural
B RAJBHAR,ishkarnbhandari center sud implement nrc delhi illegal immigrants voted apshahene,Negative
Lalitha,alert cisf bangalore airport rescue delhi woman pushed sex trade young woman brought victim,Positive
AKapoor,incindia wake congress zero seat delhi elections guide,Netural
N.K.Sharma,brsharma delhi muftkhori,Netural
Vikash Mishra,ajtak jawab dene bacha delhi seat jamanat jabt chuki b,Netural
N Ramani Iyer,final turnout delhi assembly elections means enjoying freebies water e,Positive
Tarun Sharma,kanhaiyakumar bete delhi door raho pyar arvind aj lath sariya ao dete beta,Netural
SubText,bjpindia continuant_consonant protests levy congestion tax vehicles ensure journalists hand gl levy tax vehicles ensure journalists hand gl congestion vehicles ensure journalists hand gl tax vehicles ensure journalists hand gl ensure journalists hand gl differ gl hand gl gl,Netural
Md Sabbir,rubikaliyaquat u sar apane delhi dobara safal,Netural
A K PATRA,lilymarypinto hope hmoindia security agencies including dp power guard elements,Netural
BCCI Domestic,wicket hiten dal lbw r char delhi delvraj paytm ranjitrophy,Netural
Avinash Nair,ahmedabad gun licence easier opening restaurant delhi principal economic adviser,Positive
àªà«àª£àª¾àª² àªà«àª¡àª¾,priyankac acting cry babydelhi chosen arvindkejriwal master freebies distribute gas free,Positive
Aftab Sanadi,congratulations arvindkejriwal bjp lakh lach deke pm bangayipar janta free deke vote manga,Positive
Raj Aktar,satishkm narendramodi arvindkejriwal delhi schools proper education,Netural
shivam sipolya,badhai delhi pakistanis celebrating modi loss,Netural
Popa,apansinghal true delhi started real face bjp,Positive
Roman D'souza,guess government waiting delhi election results,Netural
Girish S,yrsdelhi bjp jokeand pls stop shouting national televisionlearn,Netural
Anirudra Roy,shwetan bjp ati rastrawad wajah haica lateya nrc piche hat jate delhi,Netural
NaMoARMY ð¯%fb,narendramodi potus realdonaldtrump flotus elections delhi taught entire country lesson,Netural
Radhey Shyam Sharma,terms winner congress seat delhi elections future,Netural
Gopinath Rao B.Cð©,vigneshbs tajinderbaga girishalva monicagraju nmatadh halikiran ajaypshety person,Netural
Mohsinkhan Pathan,amitmalviya appraisal atak delhi election sex chat saling purane business dh,Netural
Siddharth Zarabi,bar states pay pocket budget subsidiesin delhi govt paid power su,Netural
muralidharan,jampk police successfully apprehended disgraceful cop davind,Positive
Zuber ahmad,yogendrayadav sir apko dikhti umed delhi janta dikhti,Netural
Vivek Kumar,optimusamrit phaedrus ndtv election time particular stateplace hindu,Positive
Syed Varis Ali ð®ð³ Ø³ÛÚ ÙØ§Ø±Ø³ Ø¹ÙÛ,bjpindia sarkar dili jhandu desh dharm nam bant pa,Netural
Anshul Bharti,sandepne living east delhi properly face bjp delhi,Netural
Kumar Dileep,wish choosing post chief minister time delhi arvindkejriwal,Netural
OccuWorld ð´,broom sweeps lotus delhi,Netural
Siba Prasad Sahoo,nehrwho make govt delhi fools secularism,Netural
Sanjay Jha,bjps vote share delhi mps battle hatepolitics,Netural
"Naina Pandita Retd. Sr. Tech Director, Delhi",elyas neonkashmir nopemy grandmother belonged hakim family srinagar dark skinned mo,Negative
à¤¡à¤¾à¤¯à¤¾à¤°à¤¾à¤® à¤°à¥à¤¬à¤¾à¤°à¥ ð®ð³,inarvindkejriwal oath cm delhi feb ramlila maidanjanta cm janta,Netural
Classi4U.com Classifieds,engineringjobs newdelhi frejobalertexam latest government exams,Positive
Idptl chhel,ndtvindia delhi karant laga,Netural
Govind Prasad,nupursharmabjp narendramodi amitshah delhi bjp local karykartao bharosa galati,Netural
SSM,railwayseva gmnrly piyushgoyalofc pnr travelling delhi rajdhani,Netural
jai bheem jai bharat,apurvnagpal rahulgandhi vishaldadlani bjp delhi hate jumla baji genunely ithink seat,Negative
Aakash Dwivedi,shre shre sach bolun logo dubaya delhi party koyeh manoj tiwari product,Netural
Mystic_Soul,ragav singhrajesh vipulakmishra chetanbhagat talking nonsense dissociate reality unreality,Netural
Newstrack,cm arvindkejariwal arvindkejriwal,Netural
Amol patel,sardanarohit sidtre delhi sahin baug rasta bandh opposite milana,Netural
Karan Awasthi 'Modi',rubikaliyaquat sir u fight delhi assembly worry,Netural
DevNetJobsIndia.org,project coordinator actionaid association aaa delhi,Netural
swami prasad atwal,amitshahofice piyushgoyalofc bring drastic change approach beat sickular propaganda bi,Negative
Mayur M Mehta,swatibaxi murat narendramodi promised delivered put list hes pls list hes call_option list hes list hes ignore,Netural
Rakesh Sharan,ojhaneha disappoint delhi india half state mp bjp mp bjp state mp bjp mp bjp bjp,Negative
Romesh Sabharwal,bigtimefodie chokidarchrhai santoshsped amadmiparty arvindkejriwal fight back welfare delh,Netural
FemiNoise,vivekagnihotri rishibagre ankit rajputramesh delhiaplies,Netural
STS Junedi,delhi showed power democracy place hatred,Netural
Durga,theyl borrow states fill rallies delhi,Netural
Hem ð®ð³ ðð¼,artiko artiko ascent category polarizationmuslims shift fully category polarizationmuslims shift fully shift,Netural
Abhishek Chaudhari,union home minister shri amitshah inaugurate conference combating drug trafficking bimstec partner,Netural
Mayank Trivedi,bjp lost votes seats votes seats votes seatsad seat,Netural
Om,nupursharmabjp narendramodi amitshah karyakarta lack bjp lea voted bjp lea bjp lea lea,Netural
Uma Kant Singh,stroke narendramodi total irrelevance canrcprotests delhi elections peopl,Netural
Arman Neyazi,sharmisthagk sharmisthagk madam analysis correct core away rea,Netural
Darpan Tikiya,hey delhiwalas started messages whatsap images reply late,Negative
Anshuman,mroldmonk curiouscus delhi boast large scale developments privilege bihar wb,Positive
Mehul ð,pjaju narendramodi amitshah nitingadkari wrongdelhi results due clean amp politics kejriw,Positive
AKapoor,rudraksh change manoj tiwari delhi bjp,Netural
Shabbir,sharmisthagk incindia fought hard delhi bjp wud hv seats refer seats lost,Negative
Ginni,ravigupta fawadchaudhry abey salo ni delhi gdp barabar army budget ni,Netural
AmazeDealsKart,kent aura room air purifier watt hepa technology white,Netural
ABHAY SINGH,kapilmishraind realanuj kah mishra jikute roti feko malik delhi,Netural
Sanjay,renukajain narendramodi individual devoice delhi speak delhi mandat delhi delhi mandat speak delhi mandat delhi mandat,Netural
Amit Rawat,dear arvindkejriwal happy win time delhis animals,Positive
WomenWritersFest,ascent love romance author works ravindersingh conversation shailichopra hate romance author works ravindersingh conversation shailichopra romance works ravindersingh conversation shailichopra author works ravindersingh conversation shailichopra ravindersingh conversation shailichopra conversation shailichopra shailichopra,Negative
SaffronWarrier2000,rafi srenivasanjain gv give life dead party wch simply lynched,Negative
Somya Lakhani,shahenbagh placards announced silent protest prote,Netural
Surya Prakash Singh,congratulation arvind sir great success delhi assembly electionits hatrick,Positive
HK,samir chandrabosebjp nishantlakar amadmiparty arvindkejriwal innocent taxpayers u referring,Positive
Picket Lane Cafe,lets make sweet lasting memories love week enjoy exotic food amp spend awesome time loved,Positive
Balbir Punj,delhi polls secularism hv future india live support community hindus,Positive
