user,tweet
Ankur Lal Kumar,What precaution are in place for coronavirus is Delhi ready ? Me Health Minister pls issue a statement as it's your… https://t.co/LKQTFuaj3W
Braj Mohan Singh,"By the way, who was Subhash Chopra? People now get to know about him.
Yes, thanks to @shaktisinhgohil for the new a… https://t.co/ICXqpnzkjx"
Rofl Kaptaan 2.0👺,@RoflGandhi_ @AmitShah Koun ki Rahul Gandhi Delhi Delhi election nahi lad rahe the🙃🙃
Being Human,I Think To Break the BJP 32 -38% Vote in Delhi  there Should be Another Hardcore Hindutva and Muscular Nationalism… https://t.co/jooc59v3xj
Vikram,@BATA_India Copy of the arrest warrant for sidhartha Ganguly Sr. Vice president of times of INDIA(BCCL) new Delhi.… https://t.co/qLwaXl30cW
Nitish Bharadwaj,"BJP never talk about Development.. Delhi election are a classic example of "" Negative partisanship"" - voters bandin… https://t.co/xbCVDR546B"
ue,"デリーの鉄柱が錆びないのは、Mehrauli, New Delhiの気候が乾燥してるから、実際、観光客が触ってるところは錆びてるだろ？
化学的にいえばFe3+とFe2+の酸化還元で説明しなきゃいけないけど

リンか何か特殊な物質が… https://t.co/KdlgTYCMVM"
श्रीष त्रिपाठी,"आप के अंदरूनी सूत्रों, आलोचकों दोनों ने माना, मुफ्त योजनाओं ने दिलाई पार्टी को जीत।

सुप्रीम कोर्ट को इस मामले में… https://t.co/P3OtGjfrG9"
ARIF SHAIKH,@sakshijoshii Nafart jada din nahi caliti Hindu Muslim Sikh isai main jahar gholna band karo aaj Delhi cal FIR Bihar ki Bari hai
Vikas Prasad Kashyap,The difference between our PM and CM has been shown. @ArvindKejriwal you should continue working this way...and now… https://t.co/w4WmNm0Gzj
Hum Vi Bharat,AAP jita to pata he but still we didnt hear from AAp they r going to pass  resolution against CAA or not..any strat… https://t.co/VDZqrZxneE
AAP Report,"His Holiness the @DalaiLama congratulate Delhi CM @ArvindKejriwal  

https://t.co/AQAMGzS3wm https://t.co/shecFHJz6y"
گریش Girish Mallya,@agrawalsanjeev Prices were capped till Delhi elections got over? Pure speculation this
Minupuri,@ndtv BJP was not rooted out. They got 40% share of votes. If at all any party was rooted out it was Congress which… https://t.co/VBiC22WN6U
sheetal,"@BDUTT @ArvindKejriwal @MirrorNow This is biggest defeat of independent society across globe, delhi is merely a sub… https://t.co/pw9BHdYg3o"
Arshad Malick,"Delhi result se bokhlayi, kendra Sarkaar.

Badhaaye 145 ₹ rasoyi gas ke dar.

#PriceHike
#GasCylinder"
Neetushobhit🌐,"@yadavakhilesh भाजपा Delhi हारी
अब बिहार और यूपी की बारी
Yes या   no
#कामबोलताहै"
Taiyaba Qureshi,@GayatriRamanat1 @NaIna0806 @republic Well didn't u see the frustrated video of Sudhir where he is bashing Delhi pe… https://t.co/Cccrfodi0V
News18.com,"The person was granted bail by Additional Sessions Judge Gulshan Kumar, upon furnishing a bail bond of Rupees 20,00… https://t.co/PymYdq2aJ6"
Debi,@aamirsbrigade @ArvindKejriwal Delhi is mini India. Not possible that everyone will vote for AAP only &amp; BJP will ge… https://t.co/ZcO0UKs8ab
Yasmin Zafar,@Aaabshar He supported about 400-500 Kalkaji Jhuggi residents and approached HC of Delhi for their livelihood. I am… https://t.co/lUrQoHdhhS
uma shankar sahu,"Manish Sisodia - 3000+ margin
Amantullah Khan - 70,000+ margin

Now I am convinced that Delhi voted for Education.… https://t.co/hDSRh6EwT1"
INDIAN. HINDUSTANI,@ndtv AAP conveniently fooled people of Delhi by this and Kejriwal reciting hanuman chalisa and visiting hanuman te… https://t.co/mggqHUtFWC
Chaloo Pandey,Bhaiya Mom ko bolo ki Party President mujhe bana de. Jab tum Congress President tabhi Delhi mein zero seat aur Ab M… https://t.co/TvMQrwdX5H
#sidheart Promila,Delhi walo ki Taraf se love you man only sid winner 13 #SidharthKeAsliFans
Shashi Ranjan Rai,@KejriwalSunita Wish you to be CM of Delhi and let the kejriwal ji free to do national politics.
kavita,Delhi people are equally responsible to support @ArvindKejriwal ... biggest supporter of Nirbhaya rapist. https://t.co/l8mBVlMMZT
chuddy buddy,"@i_theindian https://t.co/rMNopwhTOS

Iska bhi report card banao koi.."
SR,"Delhi Assembly Elections 2020 | All AAP ministers except Arvind Kejriwal, Manish Sisodia see rise in vote share - T… https://t.co/q2YemYpWji"
"गृहमंत्री कार्यालय, HMO India",Union Home Minister Shri @AmitShah will address the inaugural session of BIMSTEC Conference on 'Combating Drug Traf… https://t.co/d9aFqPj7Nx
Harsh Belvalkar,@LiberalMantri And They Should offer support in LS election to TMC in WB AAP in Delhi SP BSP in UP DMK in TN and Re… https://t.co/BywtJAMxQo
75 States of India,@rupasubramanya Are you happy that a socialist won in delhi?
BIGOT ਅੰਕੁਰ ਜੈਨ अंकुर जैन - जय श्री राम।,These swiss politician's should shift to delhi and see how they will throw kejri into a dustbin! https://t.co/jFa8QMNPt4
Govind prasad garg,@GovindDotasra @RajAssembly @drcpjoshi @ashokgehlot51 Apka bhi Rajasthan me delhi jaise haal hoga
Sumit Sharma,"Delhi EM Manish Sisodia won by 3,000 and CAA riots accused Amanatulla Khan won by 70,000 votes
It wasn’t developmen… https://t.co/5khE8dzc7E"
Samir Manglam,Hanuman Strategy Of Arvind Kejriwal In Delhi Election | Matrabhumi | Delhi के दंगल में हनुमान कैसे बने केजरीवाल के… https://t.co/Lh7A0QCYVk
Shamim Ansari,@nehabatham03 Bootleakers bacck after delhi result https://t.co/VLzUhQGXaD
Rhythm Sharma,@virendersehwag @ArvindKejriwal Pure desh mein delhi ke logo sabse amir mane jate hain par ab pata chala delhi ke l… https://t.co/XY76nT6dHO
shuaib ali,@AUThackeray @ArvindKejriwal @AamAadmiParty Congratulations to @ArvindKejriwal ji and @AamAadmiParty for its huge win in Delhi.
News18.com,The video purportedly shows Ballia the medical officer questioning the victim's grandfather as to why did Nirbhaya… https://t.co/4FL4o9rvq4
Biswajit Gogoi (নন),@TapashAPO @News18Northeast Are the people of Delhi fools? 😜🙄🤭🤭🤪 https://t.co/6oPLvxA37j
a b bajpai,Before delhi election it was under threat https://t.co/DVYwMHdQjP
यश दाधीच,"@INCIndia Onion 25 
Potato 10
Tomato 10 

Only hate and fake politics..... 
Once a leading political party now unab… https://t.co/WBk8UKlW1F"
Mohit Dayal,@PChidambaram_IN And isn't that bad news for Congress? BJP still has 40% votes in Delhi. Congress has only 4% now.… https://t.co/zJVyGFM5WZ
jyotiray,@ArvindKejriwal @virendersehwag @virendersehwag should lead Delhi Cricket now.
Siddharth Banerjee,Amazing .... If it's executed then travel time between #Delhi and #Mumbai reduced to 12 to 14hrs. Less then… https://t.co/butxp6KeIq
MangoAdmi,"@VandanaJayrajan Maharashtra was not the election loss but the back stabbing by greedy Uddhav. 
Delhi was clear - D… https://t.co/CbAXQeWfsH"
smurad,"#worldagainst_caa_nrc_npr 

Time is there at now start learning lesson BJP ...

Delhi's results will going to repea… https://t.co/ddTHULDyhr"
Noddysingh,Congratulations to CM of Delhi Mr. #arwindkejriwal ji🤙🏿@ArvindKejriwal ji https://t.co/A5kazZStBX
JayEnAar,"Clearly, for #Sanghi #Bhakts and @BJP4India fans. Delhi elections were significant enuf for 13 days solid campaigni… https://t.co/EtY9W6zru1"
H Chandrasekhar,"Very true. Hope your leaders realise this very significant viewpoint, considering  the complete washout of INC from… https://t.co/WFDDDS7sDB"
The Bong Next Door,"During LS Election Gautam Gambhir got 6.96 lakh votes and Atishi recived 2.19 lakh votes. Now you are saying ""I'm c… https://t.co/QLpJTGZzfF"
Krishna Ayurvedas 🌿,"@CNNnews18 @sanjaycsds @AnchorAnandN #TaxPayersUnion sud d formed.

Share it if you like in 🇮🇳. 

#TPU (Tax Payers… https://t.co/F6V10SCVQT"
Mohd Yamin Khan,sUdHiR TiHaDi vs dElHi pEoPlE https://t.co/mZO64Ohouk
Sulman,@virendersehwag @ArvindKejriwal Lgta hy delhi ny modi jahil ko reject kr dia hy
Natver Parmar,Congress had ruled Delhi for more than 15 yrs. (1998-2013) https://t.co/CG0i4vzfAr
Lapata Hindustani,"The burial of BJP in Maharastra, Jharkhand Delhi isn't it time to change top leadership and make way for Shri… https://t.co/5OdTU7RqRs"
Rahul Pathak,@_Krantikari @AcharyaPramodk New Delhi se nhi lade the only 69
Zeeshan Sheikh,"Price increase of LPG after Delhi election results 🤣..
@AzmiHuzaifa97 
@iamnadeemazmi 
@AtaharZ https://t.co/S6pr7cmlMD"
AZ,AAP wins Delhi - 6 reasons why BJP's campaign backfired | Akash-Vani on ... https://t.co/arV0aklmCQ via @YouTube
Rajendra Patil,@neerangautam @meenakshisharan @Anil_J_INDIA @M_Lekhi @SoniaGurnani19 @Ashtalakshmi8 @Ramesh_BJP @cpraghav… https://t.co/MLG9XVIPKd
Niyamika_Singh,@shaktisinhgohil has been appointed as the interim @INCIndia incharge for Delhi after PC Chacko resigned from the p… https://t.co/bbtVivPlOi
Rashtriya Judgement,"दिल्ली विधानसभा चुनाव में मिली हार, 16 राज्यों में सिमटकर रह गई भाजपा https://t.co/LJSAE3mXD3 via @Rashtriya Judgem… https://t.co/RqdXkYEKY1"
S J PRAKASH ZAKKI,3 rd time Delhi da... https://t.co/hhyOhAZfdz
ThePriteshRathod 🇮🇳,@PTI_News Over 50 per cent newly-elected #Delhi #MLAs have serious #criminal cases: ADR analysis
Siddharth sharma,Sonia Gandhi has accepted Resignation of AICC Incharge of Delhi Congress PC Chako and PCC President Subhash Chopra… https://t.co/zCoA6vXwHA
75 States of India,@profpaVarghese Delhi had lots of money. Let's see him win in a place like Jharkhand or bihar.
Nazim Husain,Congratulations to @ArvindKejriwal on winning the Delhi Assembly elections. May Delhi prosper.
veena Dimri,"@narendramodi,@PMOIndia,@BJP4Delhi, Listen, the cause of defeat of BJP in Delhi by a devoted karyakarta. My opinion… https://t.co/1DWlansKB6"
Vikram,Copy of the arrest warrant for sidhartha Ganguly Sr. Vice president of times of INDIA(BCCL) new Delhi. and Marcelo… https://t.co/Fo2YAXnB8v
Rohitashwa Jodha,@AmitShah sir Manoj Tiwari ko hatayiye Delhi se. BJP jit jayegi.
hasan khan,Many many congrats on winnig Delhi hearts once again @ArvindKejriwal sir
Gore ka Ghulam,@SreenivasanJain Muslim polarisation was real thing in Delhi election but no one discussing it !!  Independent Journalists !
Balinder singh,@RiituS @sudhirchaudhary Sabhi dalley Delhi ke logon ko gaali de rahe hain
Shreya Singh,@PiyushS33752835 Abhi to Delhi Kashmir banega . Dekhte jaayo dilliwaalo
Pallab Kumar Ghosh,"Delhi..

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add this seat won 8 
I… https://t.co/kZgnWRb4ul"
Jprao,@ArvindKejriwal @AAKSarod CONGRATULATIONS ARAVIND JI DELHI PEOPLE ARE SO LUCKY HAVING SUCH A GREAT LEADER
VHS (Palwal) Haryana,a 'rejection of Hindutva'. He also repeated his '420' jibe at Delhi Chief Minister Arvind Kejriwal. @vhsindia… https://t.co/aP4Ad6wimT
Zoom Stocks,"#India Economic Data: Consumer #Inflation #CPI, Jan(Prelim): Prices ↓-0.1% m/m, ↑+7.6% y/y. #Items: Egg +2.4%, F&amp;B… https://t.co/DEFJNS4tsi"
Pushpak Raut,"@ArvindKejriwal 
Congratulations sir..... 
Hope that other part of india also learn something from delhi people ..."
जिया 🚩,"AAP: 53% vote share, 81% seats
BJP: 40% vote share, 19% seats

2-cornered contest, relatively homogeneous constitue… https://t.co/qDQejV3qyU"
VHS (Palwal) Haryana,"After the @AamAadmiParty massive victory in the Delhi assembly elections, #BJP senior leader and Rajya Sabha MP Sub… https://t.co/CHNYeaBtTZ"
AAP,His Holiness The @DalaiLama congratulates Delhi CM @ArvindKejriwal on Delhi Election victory https://t.co/2ulFOuHa5l
Vijay Gupta,"Who is Arvind Kejriwal, the man who defeated Modi's BJP in Delhi? https://t.co/pHRgJIyzGB"
Ankush Sood,"@latheef2005 @2777_samsung @ShivamJ24 @amitmalviya Amantullah Khan won by a margin of 70,000 votes.. Manish Sisodiy… https://t.co/tFM1XaBlNR"
Neha Keshri,@TheDeshBhakt @ArvindKejriwal @sudhirchaudhary Kejriwal pr us state ke log ungli utha rhe hai...jinke state me BJP… https://t.co/km0eyr2B0x
desingh95@gmail.com,@dhruv_rathee Because Janta ka Chutiya nhi kaat paaiii BJP delhi me
प्रभासाक्षी,"तीसरी बार मुख्यमंत्री बनेंगे अरविंद केजरीवाल, 16 फरवरी को लेंगे पद की शपथ
#DelhiResults #ArvindKejriwal #AAP
https://t.co/Ced3tj4rwS"
Harlalsaini Rajasthan Dausa,"#NaMo #IndoUSDeal
Missile Shield Over Delhi: India May Buy NASAMS-II Air Defence System From US

via NaMo App"
MONIKA JHAMB,"@Ibne_Sena @AamAadmiParty As for PM , Indian citizens can't get better than Narendera Modi ji similarly for Delhi c… https://t.co/1Ef69zKL5S"
Bharat Mata Ki Jai,@srivatsayb @BhavikaKapoor5 @narendramodi Delhi walon ko free electricity aur paani kaise milega...hamari jeb se hi toh katega
Sainavath,"@Nattashasharrma @LambaAlka Amanatulla Khan becoming the Deputy Chief Minister of Delhi?
What about Manish Sisodiya?"
Bhushan Patil,Best wishes to you Shri. @shaktisinhgohil ji .. all the very best for #Delhi along with #Bihar as @INCIndia incharg… https://t.co/99hpl8DSPh
No hate,"Mr.kejariwal never appease any cast he just said to revive Delhi,revise Delhi, and see results https://t.co/LFp99zaGVO"
ADARSH KUMAR,@Swamy39 Delhi needs 420s.
SAB,@Deepak93003827 @ramesh_kak @Krishna33412722 @Anirudh_44836 @SinghSa88554232 @Swamy39 To phir Modiji ko kya pakoda… https://t.co/a5lAEPPZ3v
NDTV,#JustIn | Congress president Sonia Gandhi accepts resignations of Delhi party chief Subhash Chopra and state party… https://t.co/SJRTyM4Qlw
Dheeraj Shrivastava,"Putting some important fact of Delhi Assembly Election 2020
1. Dy. CM Shri Manish Sisodia attained 70163 nos. of Vo… https://t.co/1OD5VC3mGi"
Soni Mishra,@incindia chief #SoniaGandhi accepts the resignations of #Delhi in charge @PCChackoOffice and Delhi Congress Presid… https://t.co/6UXWOyfkfb
Ritu Bansal,Humble request to @BJP4India supporter Pl do not insult 54% of Delhi voters.Those hate speeches frm BJP  were only… https://t.co/ME6zc4sP0J
AJD,"@DextrousNinja @vivekagnihotri That's the spirit!.  We will support Yogi ji,  and rightfully so, and not allow anti… https://t.co/plTlcdy9uR"
Sainavath,"@Nattashasharrma @LambaAlka I am shifting to ""Delhi"". It's not worth to live anywhere else in India.

1. Free Elect… https://t.co/ygDTConGe7"
Rolland,BJP Leaders including the PM &amp; FM made false &amp; vile accusations on Kejriwal. People of India cannot be taken for gr… https://t.co/bNcZso2VXY
Kiran Parmar Kp,@MumbaiMirror BJP learnt nothing and they will get nothing.... Anyways Delhi was Kejriwal &amp; Kejriwal is Delhi now..… https://t.co/zpQElRnlQf
AAP Report,"A day after AAP sweep in Delhi , members from @AamAadmiParty Bengaluru started #Paadayaathre across city for the ne… https://t.co/8wYaNrdI6v"
DeshKiAawaz,"@ArvindKejriwal, chalo ab election khatam aur BJP se nipat liye.  Now time to stand up and support Delhi people.  A… https://t.co/MIT4LNEkST"
Wells Fargo,"@MeraGhanta @Swamy39 I am planning to move Delhi post my retirement because:-

1. Bijlee Free 
2. Paani Free 
3. Bu… https://t.co/lq5fb68gjZ"
Tamil The Hindu,டெல்லி தேர்தல்: காங்கிரஸ் வேட்பாளர்கள் 66 பேரில் 63 பேர் டெபாசிட் இழப்பு https://t.co/R8oDD8bsaj
Abhishek Sahu,"@dwivedi_samrat @Rajhumanbeing1 @kuldeep96300001 @SanjayAzadSln Points to shut you up:
 
1) Ye vidhan sabha electio… https://t.co/H6kXbVi9Jn"
NRIC,@umashankarsingh Cheque payment ho gaya delhi Election ka
MR.SANDEEP SINGH MOR JJP,Congratulations to AAP and Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections. 🙏🙏🙏🙏
NaveeN,@indian_stockss Delhi election is over
Bruce Wayne,"Yogi~kejriwal in logo kiya khilate the biryani.
Delhi people be like “Abey sale kuch bhi bol biryani ko bich mein k… https://t.co/OSAdBtgTo4"
RAJ-S,#ArvindKejriwal This Victory of AAP in Delhi Assembly Election-2020 ensured that the People of Delhi will have to d… https://t.co/21eK7Ic0I3
Ra Vishwakarma,It is victory of free in delhi.
anti-national 🌺,@PMOIndia @narendramodi Job b de do... Inko.... Wrna Delhi to gyi.... Ab pm ki  chair b jayegi!!
Divyakumar,@Sharmistha_GK Joke is on us Madam. V r in power in states larger den Delhi. Y our party leaders dnt come on streets n protest?
Singh विजय,"@CharShankar It was not the case, as detailed in article.
https://t.co/ahjTVhRjBK"
Quint Hindi,आम आदमी पार्टी के 62 में से 45 विधायक (73 फीसदी) करोड़पति हैं. सबसे अमीर और सबसे कम संपत्ति वाले विधायकों के नाम य… https://t.co/Nt5sYau0ZU
Abhi,@Nehr_who @VishalDadlani 1st thing..Seats doesn't decide losing badly or not..vote share does..2nd..any idiot only… https://t.co/ntQAvNPmxQ
RAJ-S,#AamAadmiParty This Victory of AAP in Delhi Assembly Election-2020 ensured that the People of Delhi will have to di… https://t.co/cP9rkMTJud
Sanjeev Yadav,Congress Interim President Sonia Gandhi accepts resignation of Delhi Congress Chief Subhash Chopra and State Party… https://t.co/RBVXs5pgY8
voice of dissent,@RoflGandhi_ @AmitShah Because he lost his mind while campaigning in Delhi
Rohitvarma,@aamirsbrigade @WhoDebi @ArvindKejriwal Bjp ko 2015 me bhi delhi me 35 percent aaye the vote share..but they only g… https://t.co/zgGCnJMhxV
Ajitsinh D Padhiyar,Muftkhor delhi vale
Sumit Poonia,"@AnupamPKher दिल्‍ली चुनाव बाद महंगाई की मार, 150 रुपये तक बढ़े गैस सिलेंडर के दाम - Prices of non subsidised 14 kg… https://t.co/DWKoeB64sT"
Anirban Misra,@saurabhavsbjp @abbas_nighat She has appeared like a 'new tigress of Delhi politics' in this posture.............😇
Chowkidar deepaks4u,sir delhi walo ko ab NAMO ki bat samjh ayegi..yahi prayog tha jiske bare me bol rhe the.. https://t.co/X4AXIxBZ4J
श्रीकांत 🤓,#delhi में मुफ्तखोर ( नेता ) ही मुफ्तखोर को गाली दे रहा है / वोट मांग रहा है । क्या जमाना आ गया है।… https://t.co/Cjo5rIdFip
अंजलि वशिष्ठ,@NlGurjarBJP @lllalpratap @PrayagrajWale @RealKaafir @Being_Vinita @Real_Netan @kushwahPooja19 @DCP_CCC_Delhi
AbhinandanChatterjee,In Delhi election in 63 of the 70 seats that Congress contest they lost their security deposits. A time for deep in… https://t.co/HRaIPWIKx7
AVINASH,@ArvindKejriwal Heartest Congrulations to u n your team for this big win in Delhi elections.
Vijai Laxmi Sharma,"Finally, the resignation of PC Chacko and Subhash chopra have been accepted by Cong president. Shakti Sinh Gohil ha… https://t.co/Q9HI4wbhnV"
Freedom of Speech,@RanaAyyub Paid protestors are also on sales I. Delhi..isn’t it ??
Times of India,Congress Interim President Sonia Gandhi accepts resignation of Delhi Congress Chief Subhash Chopra and State Party… https://t.co/y9xkB8p3Ff
पंकज मालवी 8866288662,@Kajal_mishr Delhi wale
Deepanker Verma,@de_real_mak @Aam_Nationalist @ABPNews New Lucknow me improve ho gai hai bhai but purane lucknow me ab kharab ho ga… https://t.co/qzFkd5wkfl
सूरज विश्वास 🇮🇳🕉,"@Kajal_mishr Delhi ke muftkhoro ko dikhao .
Sayed kuchh samajh aye
#KeepItUpAnujBajpai 
#UnlockRealAnuj"
Mani 🇵🇰,#OnThisDay In 1961 Mushtaq Mohammad Became the Youngest Player ( at that Time ) to Score a Test Century Vs India at… https://t.co/pTwdHlJDnY
Dibyendu,"@Proletarian1917 BJP lost #Delhi
But #RSS won! How?

@ArvindKejriwal called himself a Hanuman bhakt.
Recited Hanuma… https://t.co/PAQDpZEmQi"
Tweeter_sahab,"@maheshklahoti Khud BJP ne bhi free karne wali schemes banayi thi Delhi elections me, ab har gayi to News Reporters… https://t.co/bISsJ12xJV"
Harish Kumar,I want IPL schedule and fixtures this month February fast announce.... Opening match Mumbai Indians vs CSK or Mumba… https://t.co/19zWGV7cqb
Pankaj,@ArvindKejriwal congratulations Sir ek new jeet k sath I m ur big fan main aapko hamesha vote daali hai but hamesha… https://t.co/Ns3i6ztpum
Lalli Nharwal,"Hug Makes u Feel Lighter &amp; Relaxed Both in English and Hindi 🔥🤓🌹
#Hugday #delhi"
Arun,"@shubhampincha11 @DiwakarBiz @rahulyadav9650 The Analysis take people close to freebie injection, which used by AAP… https://t.co/ODdzPkpYRT"
ramakrishna,Arvind Kejriwal sympathises with terrorists: BJP MLA OP Sharma | India News - Times of India… https://t.co/JZjq8ymDg4
Papernews,"PRR no- 4001109795
New Delhi to Gorakhpur
मैने जानकारी दे दी है लेकिन शायद अब आप जानकारी को देख कर मेरी कोई मदद ना… https://t.co/Zlk5W5oc0c"
ThePriteshRathod 🇮🇳,@PTI_News Neither have I been asked to resign nor have I offered my resignation: #Delhi #BJP chief #ManojTiwari
AS in,"शाहीन से शाह-हीन तक।
From Shaheen to Shah-heen. 

Well done Delhi!!

#DelhiAssemblyElections2020 
#AAPKiDilli"
ᴀʙᴅᴜssᴀʟᴀᴍ,"Congratulations to @ArvindKejriwal ji 
And @AamAadmiParty 
for its huge win in Delhi."
Shishu Gupta,"@aajtak इस बार जो हिंदू वोट डालने के लिये नहीं निकले उन्हें वो घर में घुस कर निकलेंगे याद रखना
#व्यथित ह�"
Praveen Sharma,"@kbssidhu1961 Sir, Many say Delhi people eat grass, amazing it is healthy."
abhishek,@tiwarymanoj you said BJP will win in Delhi? What happened? Such a bad performance.
Deepak Soni,@Anju8888 Delhi me
VINIT KHATRI,@ritika_ok Delhi ki janta n free free walo par vishvas kiya
Divya prakash pandey,"Many many Congratulations to @ArvindKejriwal To sit on the post of Chief Minister.......
I hope You will make more… https://t.co/fEPyH4a0SG"
ajay saharan,"@BDUTT @ArvindKejriwal Yes he can, just follow the same formula as delhi, hidden vote transfer from Congress 🤣🤣🤣 br… https://t.co/bQYc5Pj6Oz"
Swarup Ranu Biswas,"Your JNU cadre also did not vote for your party. @SitaramYechury  🤣🤣🤣🤣🤣
https://t.co/Lx9rQ6k8yC"
Mo Juber Khan,@yadavakhilesh Delhi ki janta ne jo inko jawab diya hai isse pure desh ki janta ko aisa hi karna chahiye kaam bolta kaam bolta hai
Bhagat Singh Dahiya,BJP got 38.51% https://t.co/ixsV8Q6pt1 delhi assembly elections not42%votes. https://t.co/MYPzGeqkUY
Dev,"Ap BJP ko chodiye bhi mat tab tak jab tak log BJP ko na chod de rinkiya k baaau https://t.co/Yr94qYCsnI 

Shared by… https://t.co/F6tYZBCNr0"
cmhglobal,"How did Arvind Kejriwal lead “AAP”, Won Delhi Assembly Elections 2020 ? Dr Ramesh C Raina, Analyses https://t.co/f0bdKZuV88"
Farhanahmad,@AAPKaKishor Ussse bhi badi BAAT 5 saal mai PURI DELHI MAI R^ P* E KA KOI Ghatna  NHI HUA..UP KA HAAL JANTE HO ABHI?
Caroline Chavier,"@pandeyparul @TedxKanke @WiMLDS_Paris I would have loved to! I will highlight all the Indian @wimlds chapters, trus… https://t.co/JvIaVydFwp"
suraj bhushan sharma,"@AamAadmiParty Honest Delhi citizens are paying house tax, Electricity, Road Tax where as unauthorized colony's and… https://t.co/gb7RuRQydn"
Sagar Kulkarni,Congress President Sonia Gandhi accepts resignations of AICC in-charge of Delhi P C Chacko and Delhi Congress Presi… https://t.co/bXqHanywcz
Manish Joshi (MJ),"नव पतित लिबरल: काँग्रेस जानबूझकर हारी है क्योंकि उसे BJP को हराना था!

अरे ज्ञानचंद, मैंने आपकी बात मान ली, मगर ये… https://t.co/nAb6AiGKMF"
AAP In News,"Does Modi’s Election Loss in Delhi Matter?

https://t.co/ADLmvJcpAe"
Nistula Hebbar,".@INCIndia prez Sonia Gandhi accepts the resignation of P C Chacko and Subhash Chopra,  @shaktisinhgohil to hold te… https://t.co/nQVk3Kj1N5"
Syed,"@AAMIRCRAZE @ArvindKejriwal Nahi, bihar mein delhi ki tarah polarise karo toh BJP ajayegi sukoon se Coz people get… https://t.co/EyMwi0saVf"
Neel Kamal,@JNUSUofficial ex president and @AISA_tweets head @sucheta_ml addressing @NrcProtest at Mansa Pb asked BJP to recon… https://t.co/hj6TWdaByg
The Kashmir Walla,"NIA files supplementary charge-sheet against #Jaish operatives for planning attack in #Delhi
https://t.co/yShQt4SFYl"
Sanjay Makhijani,"@SobdarBaloch_ @AskAnshul Exactly, agree with you.
New Delhi should tackle both the ends in its own way for a commo… https://t.co/o3WsTL9HPL"
Arun Rane,"I am shifting to ""Delhi"". It's not worth to live anywhere else in India.

1. Free Electricity
2. Free Water
3. Free… https://t.co/1NHoAXvhSb"
Iftkhar 🇮🇳 💯 Follow back,@Rocky_delhi @iamiftkhar
Daya Shankar,"Delhi..

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add this seat won 8 
I… https://t.co/5G9Wb9vxTH"
RomeshNadir🇮🇳,"Now with results of #DelhiPolls2020 out, find many Congress leaders like @PChidambaram_IN, Kamal Nath &amp; other senio… https://t.co/nAzZMqyBIu"
Revenge_panda🐼,@Nattashasharrma @LambaAlka Must be people delhi send her in parliament if possible..
CIAspy 🌀,@funder @realDonaldTrump doesn't give a bleep about Ukraine and couldn't find Malaysia on @SecPompeo's world map if… https://t.co/e2SD1LBVkE
प्रभासाक्षी,"जामिया की छात्राओं का पुलिस पर आरोप, कहा- गुप्तांगों पर लात मारी और हिजाब भी फाड़ दिए
#CAAProtests #DelhiPolice… https://t.co/7CO2jevTRU"
Syed Abdahu Kashaf,"Itna gusse se kisne dabaya yaar button ?? 

#ShaheenBagh #Delhi #AAP https://t.co/XZU0bLWRIB"
Harshil Mehta હર્ષિલ મહેતા,@BDUTT @ArvindKejriwal Then who will be Delhi CM?
AAP In News,"Narendra Modi's BJP suffers big loss in New Delhi elections @CNN

https://t.co/iU4GESzCbw"
engineer_ki_duniya,"𝗔𝗔𝗣: ""can I tell you a joke""
𝗕𝗝𝗣: ""yes""
𝗔𝗔𝗣: ""Delhi CM chair""
𝗕𝗝𝗣: ""we didn't get it""
𝗔𝗔𝗣: ""exactly"" https://t.co/ZYWdV8g8RQ"
INDIAN. HINDUSTANI,@BJP4Karnataka Okhla Assembly Election 2019 | Aam Aadmi Party candidate Amanatullah Khan won from the Okhla constit… https://t.co/ciyPJUTcCR
Rational Indian,@fawadchaudhry Delhi state is not more than a city and their chief minister is not bigger than mayor..so stop celeb… https://t.co/4WapFTFzqG
Kiccha Pintu🔥,@kanhaiyakumar Delhi sharminda hai..  tukde gang abi jinda hai.. 😡
Sainavath,@ashutosh83B @BJP4India @AamAadmiParty @SanjayAzadSln @ManojTiwariMP @narendramodi @sardanarohit @sardesairajdeep 2… https://t.co/9rozNpjn9S
caldeiradasilva,https://t.co/Sk9Z5yrv4R
sandeepmondkar,They mean fake news on WhatsApp university https://t.co/dZ74Owuqsz
Damodardas Subodhdas Deshaabhimaani,"1 killed, another injured in firing at AAP MLA Naresh Yadav’s convoy in Delhi - The Hindu https://t.co/4rcRzlFdLH"
Syed Asif Raza,"अगर दिल्ली की जनता वाकयी मुफतखोर होती तो आज 2 rs. किलो आटा, 25 rs. किलो घी &amp; स्कुटी देने वाले शपथ ले रहे होते - 
LOVE U DELHI"
KT,@VipinRathaur @vivekagnihotri Don't think he doesn't understand that. IT Cell made that tweet &amp; same words are bein… https://t.co/sP10y739Gn
Tanya,@Kishkinda2 @maratha_empire please tweet a list of Delhi's demography and I am sure Maharashtrians will be few but sure
Soma,@moronhumor Delhi.  Delhites fooled the developers.  Ran after freebies.  Shameful.
